"","Lead.Number","Lead.Origin","Lead.Source","Do.Not.Email","Converted","TotalVisits","Total.Time.Spent.on.Website","Page.Views.Per.Visit","Last.Activity","What.is.your.current.occupation","City","A.free.copy.of.Mastering.The.Interview","Last.Notable.Activity","total_answered"
"3178","629582","Landing Page Submission","Google","No","1",4,921,2,"SMS Sent","Unemployed","Mumbai","Yes","SMS Sent","3"
"3179","629561","API","Olark Chat","No","0",0,0,0,"Olark Chat Conversation","Unemployed","Other Metro Cities","No","Olark Chat Conversation","0"
"3180","629557","Landing Page Submission","Google","No","1",4,391,4,"Email Opened","Unemployed","Thane & Outskirts","No","Email Opened","4"
"3181","629556","Landing Page Submission","Organic Search","Yes","1",6,1525,6,"SMS Sent","Working Professional","Other Cities of Maharashtra","Yes","SMS Sent","3"
"3182","629531","Landing Page Submission","Google","No","0",6,268,6,"SMS Sent","Unemployed","Mumbai","No","SMS Sent","2"
"3183","629524","Lead Add Form","Reference","No","1",0,0,0,"Email Opened","Unemployed","Mumbai","No","Email Opened","3"
"3184","629520","API","Olark Chat","No","1",0,0,0,"SMS Sent","Unemployed","Mumbai","No","SMS Sent","2"
"3185","629519","Landing Page Submission","Direct Traffic","No","0",2,378,2,"Email Opened","Unemployed","Other Cities","Yes","Email Opened","1"
"3186","629511","Lead Add Form","Reference","No","1",0,0,0,"SMS Sent","Unemployed","Mumbai","No","Modified","2"
"3187","629507","API","Google","No","1",2,777,1,"SMS Sent","Unemployed","Mumbai","No","SMS Sent","2"
"3188","629491","Lead Add Form","Reference","Yes","1",0,0,0,"SMS Sent","Unemployed","Thane & Outskirts","No","SMS Sent","3"
"3189","629483","Lead Add Form","Reference","No","0",0,0,0,"SMS Sent","Unemployed","Thane & Outskirts","No","SMS Sent","3"
"3190","629482","Landing Page Submission","Direct Traffic","No","0",2,701,2,"SMS Sent","Unemployed","Mumbai","Yes","SMS Sent","1"
"3191","629468","API","Organic Search","No","1",4,1600,4,"SMS Sent","Unemployed","Other Cities of Maharashtra","No","SMS Sent","2"
"3192","629464","Landing Page Submission","Google","No","0",4,678,4,"Email Opened","Unemployed","Mumbai","No","Email Opened","4"
"3193","629451","API","Google","No","1",2,1051,2,"Email Opened","Working Professional","Mumbai","No","Modified","3"
"3194","629449","Landing Page Submission","Google","No","1",10,216,1.25,"Email Opened","Unemployed","Other Cities of Maharashtra","No","Email Opened","4"
"3195","629447","Lead Add Form","Reference","No","1",0,0,0,"Email Opened","Unemployed","Other Cities","No","Email Opened","3"
"3196","629435","API","Organic Search","No","0",6,259,6,"SMS Sent","Unemployed","Mumbai","No","SMS Sent","0"
"3197","629432","API","Organic Search","No","0",1,307,1,"Converted to Lead","Unemployed","Mumbai","No","Modified","0"
"3198","629418","API","Olark Chat","No","0",0,0,0,"Olark Chat Conversation","Unemployed","Thane & Outskirts","No","Modified","0"
"3199","629414","Landing Page Submission","Google","No","1",3,248,1.5,"SMS Sent","Unemployed","Mumbai","No","SMS Sent","4"
"3200","629410","Landing Page Submission","Google","No","0",2,208,2,"SMS Sent","Unemployed","Mumbai","No","Modified","4"
"3201","629404","Landing Page Submission","Direct Traffic","No","0",6,295,2,"Email Link Clicked","Unemployed","Mumbai","Yes","Email Link Clicked","1"
"3202","629398","API","Organic Search","No","0",5,178,2.5,"Olark Chat Conversation","Unemployed","Mumbai","No","Modified","0"
"3203","629390","API","Google","No","0",2,112,2,"Olark Chat Conversation","Unemployed","Mumbai","No","Modified","0"
"3204","629389","Landing Page Submission","Direct Traffic","No","0",13,11,6.5,"Email Opened","Unemployed","Mumbai","Yes","Email Opened","3"
"3205","629378","Landing Page Submission","Direct Traffic","No","1",4,940,2,"SMS Sent","Unemployed","Mumbai","Yes","SMS Sent","3"
"3206","629377","Landing Page Submission","Direct Traffic","No","0",2,499,2,"Page Visited on Website","Unemployed","Thane & Outskirts","Yes","Page Visited on Website","1"
"3207","629371","Landing Page Submission","Direct Traffic","No","0",2,109,2,"Email Opened","Unemployed","Mumbai","Yes","Email Opened","3"
"3208","629364","Landing Page Submission","Google","No","1",4,1670,4,"SMS Sent","Unemployed","Mumbai","No","SMS Sent","4"
"3209","629363","API","Olark Chat","No","0",0,0,0,"Olark Chat Conversation","Unemployed","Thane & Outskirts","No","Modified","0"
"3210","629357","API","Google","No","1",5,883,5,"SMS Sent","Unemployed","Mumbai","No","SMS Sent","2"
"3211","629355","Lead Add Form","Reference","No","1",0,0,0,"SMS Sent","Unemployed","Thane & Outskirts","No","SMS Sent","3"
"3212","629353","Landing Page Submission","Google","No","1",4,130,4,"Email Opened","Unemployed","Mumbai","No","Email Opened","4"
"3213","629350","Lead Add Form","Reference","No","1",0,0,0,"Email Opened","Unemployed","Thane & Outskirts","No","Email Opened","3"
"3214","629342","Landing Page Submission","Organic Search","No","0",3,300,3,"SMS Sent","Unemployed","Mumbai","No","Modified","4"
"3215","629334","Landing Page Submission","Organic Search","No","0",10,57,10,"Email Opened","Unemployed","Other Cities","Yes","Email Opened","1"
"3216","629330","API","Organic Search","No","0",3,560,3,"Converted to Lead","Unemployed","Thane & Outskirts","No","Modified","0"
"3217","629308","API","Olark Chat","No","0",0,0,0,"Olark Chat Conversation","Unemployed","Thane & Outskirts","No","Modified","0"
"3218","629297","API","Olark Chat","No","1",0,0,0,"SMS Sent","Unemployed","Thane & Outskirts","No","SMS Sent","0"
"3219","629293","API","Olark Chat","No","1",0,0,0,"SMS Sent","Unemployed","Thane & Outskirts","No","SMS Sent","0"
"3220","629287","API","Google","No","0",3,1324,1.5,"Email Opened","Unemployed","Mumbai","No","Email Opened","0"
"3221","629280","Landing Page Submission","Organic Search","No","0",6,508,6,"Email Opened","Unemployed","Other Cities","Yes","Modified","3"
"3222","629263","API","Google","No","1",2,896,1,"SMS Sent","Unemployed","Mumbai","No","SMS Sent","0"
"3223","629261","Landing Page Submission","Google","No","0",5,233,5,"Email Link Clicked","Unemployed","Mumbai","No","Modified","2"
"3224","629260","Landing Page Submission","Google","No","1",4,156,1.33,"SMS Sent","Unemployed","Other Metro Cities","No","SMS Sent","4"
"3225","629251","API","Olark Chat","No","0",3,281,1.5,"Email Opened","Unemployed","Mumbai","Yes","Email Opened","3"
"3226","629244","Landing Page Submission","Google","No","1",5,217,2.5,"Email Opened","Unemployed","Other Cities of Maharashtra","No","Email Opened","4"
"3227","629243","Landing Page Submission","Google","No","0",2,183,2,"Email Opened","Unemployed","Other Cities","No","Email Opened","4"
"3228","629242","Landing Page Submission","Direct Traffic","No","1",4,419,1.33,"Email Opened","Working Professional","Other Metro Cities","No","Email Opened","4"
"3229","629232","Landing Page Submission","Google","No","0",4,1316,4,"SMS Sent","Unemployed","Mumbai","No","SMS Sent","2"
"3230","629227","Landing Page Submission","Google","No","0",1,163,1,"Converted to Lead","Unemployed","Mumbai","No","Modified","4"
"3231","629222","API","Olark Chat","No","1",0,0,0,"SMS Sent","Unemployed","Mumbai","No","SMS Sent","2"
"3232","629217","API","Google","No","0",1,32,1,"Converted to Lead","Unemployed","Mumbai","No","Modified","0"
"3233","629118","Landing Page Submission","Direct Traffic","No","1",9,868,3,"SMS Sent","Unemployed","Mumbai","Yes","SMS Sent","1"
"3234","629089","Landing Page Submission","Google","No","1",10,762,5,"SMS Sent","Working Professional","Mumbai","Yes","SMS Sent","4"
"3235","629083","Landing Page Submission","Direct Traffic","No","1",4,1462,4,"Email Opened","Unemployed","Other Cities of Maharashtra","Yes","Email Opened","3"
"3236","629073","Landing Page Submission","Direct Traffic","No","0",4,121,4,"SMS Sent","Unemployed","Mumbai","Yes","SMS Sent","1"
"3237","629056","API","Olark Chat","No","1",0,0,0,"Email Link Clicked","Unemployed","Thane & Outskirts","No","Email Link Clicked","3"
"3238","629053","Landing Page Submission","Google","No","1",5,1653,5,"Email Opened","Unemployed","Mumbai","No","Email Opened","4"
"3239","629031","API","Olark Chat","No","0",0,0,0,"Email Link Clicked","Unemployed","Other Cities","No","Modified","0"
"3240","629012","Landing Page Submission","Direct Traffic","Yes","0",3,1234,3,"Page Visited on Website","Unemployed","Mumbai","Yes","Page Visited on Website","3"
"3241","628986","Landing Page Submission","Direct Traffic","No","0",1,1462,1,"Converted to Lead","Unemployed","Mumbai","Yes","Modified","3"
"3242","628982","Landing Page Submission","Direct Traffic","No","1",4,973,1.33,"SMS Sent","Unemployed","Other Cities","Yes","SMS Sent","3"
"3243","628963","Landing Page Submission","Organic Search","No","0",10,1318,2.5,"SMS Sent","Unemployed","Other Cities","Yes","SMS Sent","2"
"3244","628958","Landing Page Submission","Direct Traffic","Yes","0",1,1771,1,"Email Bounced","Unemployed","Other Metro Cities","Yes","Modified","1"
"3245","628949","Landing Page Submission","Direct Traffic","No","1",4,692,4,"Email Opened","Working Professional","Other Cities of Maharashtra","No","Email Opened","3"
"3246","628940","Landing Page Submission","Google","No","0",4,641,2,"Email Opened","Unemployed","Mumbai","No","Email Opened","2"
"3247","628929","Landing Page Submission","Direct Traffic","No","1",8,1797,2.67,"Email Opened","Unemployed","Mumbai","Yes","Modified","3"
"3248","628918","Landing Page Submission","Direct Traffic","No","0",1,1136,1,"Converted to Lead","Unemployed","Mumbai","No","Modified","3"
"3249","628916","Landing Page Submission","Direct Traffic","No","1",2,1844,2,"SMS Sent","Working Professional","Mumbai","Yes","SMS Sent","3"
"3250","628913","Landing Page Submission","Direct Traffic","No","1",2,695,2,"SMS Sent","Unemployed","Mumbai","No","SMS Sent","3"
"3251","628908","API","Olark Chat","No","0",0,0,0,"Email Opened","Unemployed","Other Cities","No","Modified","0"
"3252","628902","Landing Page Submission","Direct Traffic","No","0",2,498,2,"Email Opened","Unemployed","Thane & Outskirts","Yes","Email Opened","1"
"3253","628885","Landing Page Submission","Direct Traffic","No","0",1,9,1,"Converted to Lead","Unemployed","Other Metro Cities","Yes","Modified","3"
"3254","628877","Landing Page Submission","Direct Traffic","No","0",5,329,5,"Email Opened","Unemployed","Mumbai","Yes","Email Opened","3"
"3255","628845","Landing Page Submission","Google","No","0",4,240,2,"Converted to Lead","Unemployed","Mumbai","No","Modified","4"
"3256","628832","API","bing","No","0",1,153,1,"Converted to Lead","Unemployed","Mumbai","No","Modified","0"
"3257","628791","Landing Page Submission","Direct Traffic","No","0",2,94,2,"Email Opened","Unemployed","Mumbai","Yes","Email Opened","3"
"3258","628769","Landing Page Submission","Direct Traffic","No","0",3,126,1.5,"Email Opened","Unemployed","Other Cities of Maharashtra","Yes","Email Opened","1"
"3259","628768","API","Olark Chat","No","0",0,0,0,"Email Link Clicked","Unemployed","Other Cities","No","Modified","0"
"3260","628756","API","Olark Chat","No","0",0,0,0,"Email Opened","Unemployed","Other Cities of Maharashtra","No","Email Opened","0"
"3261","628754","API","Olark Chat","No","0",0,0,0,"Olark Chat Conversation","Unemployed","Thane & Outskirts","No","Modified","0"
"3262","628726","API","Olark Chat","No","1",0,0,0,"Olark Chat Conversation","Unemployed","Mumbai","No","Modified","3"
"3263","628707","Lead Add Form","Olark Chat","No","0",0,0,0,"Email Opened","Unemployed","Mumbai","No","Email Opened","3"
"3264","628706","API","Google","No","0",2,279,2,"Converted to Lead","Unemployed","Mumbai","No","Modified","2"
"3265","628694","API","Olark Chat","No","0",0,0,0,"Olark Chat Conversation","Unemployed","Thane & Outskirts","No","Modified","0"
"3266","628689","Landing Page Submission","Direct Traffic","No","1",2,1512,2,"SMS Sent","Working Professional","Other Cities of Maharashtra","Yes","SMS Sent","3"
"3267","628685","Landing Page Submission","Google","No","1",2,9,2,"SMS Sent","Unemployed","Mumbai","No","SMS Sent","4"
"3268","628675","Lead Add Form","Welingak Website","No","1",0,0,0,"SMS Sent","Unemployed","Mumbai","No","SMS Sent","2"
"3269","628666","Lead Add Form","Welingak Website","No","1",0,0,0,"SMS Sent","Unemployed","Other Cities of Maharashtra","No","SMS Sent","2"
"3270","628661","API","Olark Chat","No","0",0,0,0,"Olark Chat Conversation","Unemployed","Thane & Outskirts","No","Modified","0"
"3271","628658","Landing Page Submission","Google","No","1",2,1238,2,"SMS Sent","Unemployed","Mumbai","No","SMS Sent","4"
"3272","628652","API","Google","No","0",4,157,4,"Email Opened","Unemployed","Mumbai","No","Email Opened","0"
"3273","628642","Lead Add Form","Welingak Website","No","1",0,0,0,"Page Visited on Website","Unemployed","Mumbai","No","Page Visited on Website","2"
"3274","628626","API","Olark Chat","No","0",0,0,0,"Olark Chat Conversation","Unemployed","Thane & Outskirts","No","Modified","2"
"3275","628615","Landing Page Submission","Google","No","0",4,126,2,"SMS Sent","Unemployed","Other Metro Cities","No","SMS Sent","2"
"3276","628607","API","Olark Chat","No","0",0,0,0,"Email Opened","Unemployed","Thane & Outskirts","No","Email Opened","2"
"3277","628594","Landing Page Submission","Organic Search","No","0",4,95,4,"Olark Chat Conversation","Unemployed","Other Cities","Yes","Olark Chat Conversation","3"
"3278","628580","API","Google","No","0",5,150,1.67,"Olark Chat Conversation","Unemployed","Mumbai","No","Olark Chat Conversation","0"
"3279","628578","Landing Page Submission","Organic Search","No","1",4,1185,4,"SMS Sent","Unemployed","Other Cities","Yes","SMS Sent","3"
"3280","628577","API","Google","No","0",2,117,2,"Page Visited on Website","Unemployed","Mumbai","No","Modified","0"
"3281","628570","API","Organic Search","No","0",4,135,4,"Email Opened","Unemployed","Mumbai","No","Email Opened","0"
"3282","628542","API","Google","No","0",2,547,1,"Email Opened","Unemployed","Thane & Outskirts","No","Modified","3"
"3283","628536","Landing Page Submission","Direct Traffic","No","1",4,1602,1.33,"SMS Sent","Unemployed","Other Cities","Yes","Modified","3"
"3284","628534","API","Google","No","0",3,449,1.5,"SMS Sent","Unemployed","Thane & Outskirts","No","SMS Sent","0"
"3285","628524","API","Olark Chat","No","0",0,0,0,"Email Opened","Unemployed","Other Cities of Maharashtra","No","Email Opened","0"
"3286","628517","Landing Page Submission","Google","No","1",8,1144,2,"SMS Sent","Working Professional","Mumbai","Yes","SMS Sent","3"
"3287","628512","Lead Add Form","Welingak Website","No","1",0,0,0,"Email Opened","Unemployed","Mumbai","No","Modified","2"
"3288","628508","Lead Add Form","Reference","No","1",0,0,0,"SMS Sent","Working Professional","Mumbai","No","Modified","3"
"3289","628500","Lead Add Form","Reference","No","1",0,0,0,"Email Opened","Working Professional","Mumbai","No","Modified","3"
"3290","628499","Lead Add Form","Reference","No","1",0,0,0,"Email Link Clicked","Unemployed","Mumbai","No","Email Link Clicked","2"
"3291","628482","Lead Add Form","Reference","No","1",1,1054,1,"Email Opened","Unemployed","Mumbai","Yes","Email Opened","3"
"3292","628478","Lead Add Form","Reference","Yes","1",0,0,0,"SMS Sent","Unemployed","Mumbai","No","SMS Sent","2"
"3293","628474","API","Olark Chat","No","0",0,0,0,"Email Opened","Unemployed","Other Cities of Maharashtra","No","Email Opened","0"
"3294","628471","Landing Page Submission","Organic Search","No","1",10,697,10,"Email Opened","Unemployed","Other Metro Cities","Yes","Email Opened","3"
"3295","628469","API","Google","No","0",5,213,5,"SMS Sent","Unemployed","Mumbai","No","SMS Sent","0"
"3296","628464","Landing Page Submission","Direct Traffic","No","0",4,86,4,"Email Opened","Unemployed","Other Cities of Maharashtra","Yes","Email Opened","1"
"3297","628462","Landing Page Submission","Organic Search","No","1",8,1288,8,"SMS Sent","Unemployed","Other Cities","Yes","SMS Sent","3"
"3298","628456","Landing Page Submission","Organic Search","No","0",7,85,3.5,"Email Opened","Unemployed","Thane & Outskirts","Yes","Email Opened","3"
"3299","628453","Landing Page Submission","Direct Traffic","No","1",3,482,3,"SMS Sent","Unemployed","Mumbai","Yes","SMS Sent","3"
"3300","628444","Lead Add Form","Reference","No","1",0,0,0,"SMS Sent","Unemployed","Thane & Outskirts","No","SMS Sent","3"
